Reviews,Polarity
"Lacks leadership specially at circle level.
Slow career growth
Too much politics. Bootlickers are favoured.
KRA and Appraisal process is all gimmick. No where close to practicality or even company's documented Guidelines
Lobyism is probably highest amongst compitetion or amongst similar sized company
Low increment
Spineless HR in general specially smaller circles
More words less …  actions
Culture has degrown drastically in last few years.
Used to be very ethical, on decline though.
Not recommended for individuals from non telecom background, there is no proper guidance.
High attrition is a there result of poor people management.Show More",-2
"Nothing bad, depends on manager",1
"Management is filled with people who are good for nothing with all intention of stealing others work.
After all deductions, the take home salary is very less.
It's only hype everywhere and no learning.
Zero New technology.
If you are a person, who wants to sit in AC and dance for the leadership team whenever they want you to, then this is the company for you.",-2
Till now i don't have any cons.,1
"Rare onsite opportunities
Hiring wrong guys
Can't trust this company
HR department is pathetic, don't expect any help
bad seating arrangement",-2
"Management's lack of engagement, understanding, direction; low morale, rudderless direction, no focus on being best in class, world-class, exceptional",-2
"Continually adapting role; beyond the rate of new technology.
Bad experience during corporate training; highly political.
A lot more delegation compared to those within entry level positions who earn slightly less pay.
Similar responsibility to Assistant Managers who are paid more.
How difficult it is to attain OTE due to the sheer amount of KPIs
Difficult role to adopt for those recruited externally",-2
i dnt see any negatives,1
"same politics and biased way , no control",-2
"Night shifts
Only 300₹ for night shifts
No leaves even for urgent matters
Managers criticise you for small things
Worst and unhygienic food in cafeteria
Work life balance is non existent
Recruiting a large number of freshers who are inexperienced instead of experienced people.",-1
Work life balance was missing,-1
Extended working hours and work load,-1
"Not so much career development, big uncertainty",-1
"Endless KPIs
Management takes time to make a decision",-1
could be a great place to work,2
High pressure for network and sales people. targets are to high.,-2
"Bus, Seats limited, bad working balance during the sprint",-1
No development work here as every thing is a bug fix. Everything is outsourced here and there is not more work here.,-1
"Poor senior and executive level diversity within Enterprise
Continue retain some senior managers who consistently behave badly towards their teams and bully
Lack of opportunity to progress if you are more experienced in your career",-2
"Lack of Flexibility to connect from Non-Pune Locations , base locations keep changing at times. It is not easy to stay put.",-1
