"","X","Reviews","Polarity"
"454",530,"1. No Work life balance- slog for 20 hours till mid night
2. No proper induction, training or briefing of Job role
3. Work to please the Business head and not client
4. No incentives or Bonus
5. No hygienic work environment, BPO's office infrastructure is better. Loud and clumsy office infra that one cant hear its own voice. If you join, pls carry headache pills to office daily.
6. Frequent attrition …  of employees within the segment as a whole and team, movement in one of the sub teams is as high as 20 employees leaving within one year with employees leaving within a month's time post joining.
7. No system or process existing which leads to unwanted or repetition of work. In fact a Lala company works in a better fashion.
8. In case you join, pls negotiate with the HR on extra salary on account of payment of unnecessary parties ( which the company should sponsor), gifts for people whom you dont even know bla bla etc.
9. No drop facilities for women for late workings and no work ethics, sad for women employees
10. No rewards or recognition for hard work. Direct comparison on numbers with unfair means. Highly political and partial environment, no care for hard work or innovation/out of box thinking.Show More",-1
"455",531,"too much pressure and improper work life balance",-1
"456",533,"Work pressure, lot of processes that eats up your productivity",-1
"457",534,"Because the company is very large decision making is slow and there are lot of processes which can be issue for both internal and external customers. Growth in the company carrier wise after a level is very slow or almost not there",-1
"458",537,"No Cons at all.The best company.",1
"459",539,"Too many projects , focus missing sometimes, follower in the market",-1
"460",540,"Rigidity of management which leads to demotivate employee sometime.",-1
"461",541,"It is miniature replica of Govt. ofIndia. Resources are wasted, nepotism, integrity issues in operating model",-1
"462",542,"After Vodafone took ove Cable abd Wireless
1. No respect and benefits for seniors no matter what even if they are talented and dedicated
2. HR team mainly concentrated on Cost deduction with insane thoughts( Just pass outs will get higher salary in terms of lakhs compared to the experienced people in the concern but they will deduct money via tax,cab facilities from the existing employees. Employees are …  already getting less money compared to the newly hired etc
3. Internal movement has been made far from reach( Employees has to clear alteast 5 technical rounds to move to the next level but the outsiders with less technical knowledge along with the high package will be recruited with just two technical rounds).Better move after gaining an year's experience
4. Until you move to the 2nd Line.80% of the work will be process oriented. But it will take atleast 3 to 4 years from L1 to move to L2. But if you go out within a year and apply for L2 from outside after 3 months you can get it(Just because you are an outsider now.)
5. Deduction from salary for cab facilities
6. Poor coffee machine at the pantry
7. Eventhough your company's financial target is achieved far more than what they were expected to achieve, your hike will be same or less compared to the last year.
8. People who are deserving, talented, Skilled will never be hired or retained.If you are less skilled dont lose hope you will get it for sure. If you are applying for a technical position with no technical certification and zero technical knowledge,you are the chosen ones in contrast to the certified and technically sound employees.So the whole company is losing its talent pool because of the bad HR policies and recruitment strategy
9. Hilarious part is people who don't even work and don't have idea about more than 50% of the work they do will get the ""Best employee award""!!! at the annual meeting.Show More",-1
"463",543,"Too much pressure
Bullying environment
HR are not ethical. To much push on diversity and not ethical thinking
If you haven't got a red badge you're frowned upon",-1
"464",544,"No opportunities to progress and learn anything new",-1
"465",545,"Except growth all is well",1
"466",547,"as im a fresher i dont have anything",-1
"467",548,"Large organisation, takes some time to get approval. Some processes and procedures are waste of time - but this is changing and sure in next 12 months that will change",-1
"468",550,"Less Technical exposure, process related company, lots of politics",-1
"469",551,"disorganised, bureaucratic, overworked, stretched, parking",-1
"470",553,"Not a place for programmers",-1
"471",554,"Only lip service to delegated decision making. Very very poor career planning any guidance. Tendency to typecast people despite lip service to building careers.",-1
"472",555,"Nothing to be specified, No cons in Vodafone",1
"473",556,"1) gender biased decisions made for growth.
2) Management is not good
3) Onsite opportunities not given to people who actually work. Only Managers get the onsite",-1
"474",557,"Unnecessary rules & regulations, lack of clarity on mission",-1
"475",559,"annoying managers who think they are above everyone else",-1
"476",560,"Change and adoption of industry standards is too slow. in house development and implementation takes long. No onsite opportunities. Stuck to old method of bell curve performance framework when many of the big players have already moved.",-1
"477",561,"Bad employee evaluation
not very good motivation",-1
"478",562,"Slow Growth
You will be stuck in one position for a really really really long time",-1
"479",563,"Not a good company to start your career with",-1
"480",564,"Opaque HR processes for promotions/ growth",-1
"481",565,"If you don't stand out in your area of expertise you run the risk of not being noticed. A downsides of working for a large organisation.",-1
"482",566,"Extremely competitive environment.
Terrible work life balance, some people is used to get out after 12 hours of working, that should be illegal.
Nobody listen to your requests in HR department.
Too many people leave the company and too many enter in it, this cause a big lack of information and responsibilities, that often makes understanding of processes very difficult.
Difficult to grow up in …  vertical.
They keep hiring engineers and put them to do Project Management without barely advice during hiring phase.Show More",-1
"483",567,"large global team. difficult to make changes",-1
"484",568,"Work life balance. Although they take good care of your family.",1
"485",569,"career moving upward rather then paralel moves",1
